Cog,CommunicationState,Latitude,Longitude,MessageID,NavigationalStatus,PositionAccuracy,Raim,RateOfTurn,RepeatIndicator,Sog,Spare,SpecialManoeuvreIndicator,Timestamp,TrueHeading,UserID,Valid
0,59916,39.273603333333334,-76.58595666666666,3,5,"false","false",0,0,0,0,0,17,23,367185000,"true"
324.6,59916,69.04690333333333,33.07129166666667,1,0,"true","false",0,0,0,0,0,16,90,273321740,"true"
201.5,59916,59.87721833333333,24.828593333333334,1,0,"true","false",-7,0,21.3,2,0,20,198,276859000,"true"
118.1,59916,-38.0486,-57.5368,1,0,"true","true",-128,1,0,0,0,15,511,701001255,"true"
97.9,59916,53.18441,5.426191666666667,3,5,"false","false",1,0,0,0,0,19,54,244790145,"true"
88.9,59916,34.70402833333333,134.515575,1,0,"false","false",0,0,11.1,0,0,46,89,431006292,"true"
152,59916,54.49579833333333,18.894695000000002,1,3,"true","false",-12,0,2.2,0,0,60,157,538009069,"true"
279.7,59916,-34.59359333333334,-58.36766166666666,1,0,"false","true",-128,0,0,0,0,20,511,701006704,"true"
314.6,59916,-34.62816,-58.34205166666666,1,8,"true","true",-128,0,0,0,0,18,511,701000965,"true"
127.8,59916,51.11935166666667,6.870026666666666,1,0,"true","true",-128,0,5,0,0,21,511,205276490,"true"
213.4,59916,51.334876666666666,1.8717016666666666,1,0,"true","true",-8,0,14.2,0,0,21,212,255806352,"true"
175,59916,38.653299999999994,-9.08065,1,0,"false","false",-128,0,0,0,0,18,15,263701360,"true"
296,59916,49.30789666666667,-123.186365,3,1,"false","false",0,0,0.1,0,0,21,198,538004652,"true"
360,59916,26.61177,50.01676333333333,1,15,"false","true",-128,0,0,0,0,20,511,403899232,"true"
12.1,59916,-19.247545,146.83332000000001,1,0,"false","false",-128,0,7.2,0,0,17,511,503414800,"true"
0,59916,37.59711333333333,-0.9753266666666666,3,7,"false","false",11,0,0,0,0,60,0,224027970,"true"
164.5,59916,54.65634166666667,11.350261666666666,3,5,"true","true",-128,0,0,0,0,21,511,245140000,"true"
360,59916,64.859585,11.227554999999999,1,0,"true","true",-128,0,0,0,0,19,511,258523110,"true"
173.7,59916,65.47360833333333,12.208221666666667,3,5,"false","false",0,0,0,0,3,20,312,258276500,"true"
27,59916,69.72709666666667,30.030483333333333,1,0,"false","false",0,0,0,0,0,63,329,258145500,"true"
6.5,59916,64.84675333333333,11.264533333333333,1,3,"false","false",0,0,0,0,0,19,217,258017890,"true"
209.5,59916,61.57236666666667,5.437258333333333,3,5,"false","false",0,0,0,0,0,18,122,258059000,"true"
125.3,59916,59.21998,6.123405,1,15,"true","false",-18,0,0.1,0,0,18,511,258027830,"true"
19.9,59916,60.45122,5.496898333333333,1,0,"false","false",0,0,0,0,0,19,511,257367500,"true"
360,59916,51.469993333333335,3.718735,3,5,"true","true",0,0,0,0,0,20,511,244837000,"true"
0,59916,-34.63407333333334,-58.35263833333333,1,0,"false","true",-128,0,0,0,0,16,511,701006396,"true"
0.2,59916,43.50980666666667,10.059001666666667,1,0,"false","false",0,0,8.5,0,0,19,358,244347000,"true"
202.5,59916,44.10161166666667,9.858071666666666,3,5,"false","false",0,0,0,0,0,18,236,256429000,"true"
145.6,59916,44.10523,28.652288333333335,3,0,"false","true",0,0,0,0,0,20,184,314723000,"true"
188.3,59916,29.93646,-90.00209666666666,1,15,"false","true",-128,0,0,0,0,19,511,367503920,"true"
123.2,59916,35.08627,129.03018333333333,1,0,"false","true",-128,0,0,0,0,20,511,440124150,"true"
95.2,59916,24.34353666666667,118.316345,1,0,"false","false",-128,0,8.9,0,0,17,511,413428290,"true"
142.5,59916,24.304163333333335,118.24822666666667,3,0,"false","false",0,0,10.1,0,0,19,138,413515730,"true"
284.5,59916,53.88616833333333,9.161758333333333,1,0,"true","false",0,0,2.6,0,0,1,293,244890853,"true"
228.2,59916,52.425345,4.8359266666666665,3,0,"true","true",-128,0,0,0,0,20,511,244890394,"true"
111,59916,52.37737333333334,4.899906666666666,1,15,"true","true",-128,0,3,0,0,21,511,244850737,"true"
331.7,59916,63.54035833333333,20.497943333333335,1,0,"true","false",7,0,13.6,2,0,20,332,230040000,"true"
0,59916,35.09390166666667,129.03300833333333,1,8,"true","true",-128,0,0,0,0,19,511,441038000,"true"
82.3,59916,51.507218333333334,4.005115,1,0,"true","true",-128,0,0,0,0,20,511,244650962,"true"
142.7,59916,40.489448333333335,-74.15146,3,0,"false","true",-128,0,0,0,0,19,511,338894000,"true"
117,59916,51.84310333333334,6.158024999999999,3,0,"true","true",0,0,5.8,0,0,20,115,211549500,"true"
359.9,59916,35.8851,14.520931666666666,1,0,"false","false",0,0,102.3,0,0,20,281,319131700,"true"
257.9,59916,57.69249833333333,-2.00272,3,5,"false","false",127,0,0,0,0,19,64,232006483,"true"
247.6,59916,57.461909999999996,10.844895000000001,1,0,"true","false",7,0,19.5,0,0,20,248,265410000,"true"
0.1,59916,37.942933333333336,23.62869,3,5,"false","false",0,0,0,0,0,19,242,240558000,"true"
82.5,59916,49.66974666666667,-0.6515716666666667,3,8,"true","false",0,0,1.6,0,0,19,102,228067140,"true"
30.2,59916,53.72273666666667,7.363895,3,0,"false","false",0,0,0,0,0,19,38,211227130,"true"
340.1,59916,50.59267,7.210768333333333,3,0,"false","false",127,0,10.7,0,2,20,356,211496350,"true"
347.2,59916,51.478696666666664,6.679961666666667,3,0,"true","false",127,0,8.6,0,1,20,2,244650515,"true"
101.6,59916,51.93964666666667,4.085106666666666,1,0,"false","true",-128,0,8.2,0,0,21,511,205468190,"true"
145.8,59916,48.88720333333333,8.13633,3,5,"true","true",-128,0,0,0,0,21,511,227089430,"true"
149.8,59916,-7.1978349999999995,112.72372,3,5,"false","false",0,0,0,0,0,19,77,525200078,"true"
41,59916,31.4499,-80.56213666666666,1,0,"false","false",0,0,17.2,0,0,19,38,440093000,"true"
360,59916,37.735351666666666,-25.66894166666667,1,0,"true","true",-128,0,0.1,0,0,20,511,204600008,"true"
306.6,59916,53.176204999999996,5.451585,3,15,"true","true",-128,0,0,0,0,21,511,244263000,"true"
360,59916,52.20147166666666,4.583961666666666,1,0,"true","true",-128,0,0,0,0,20,511,244750740,"true"
58.8,59916,34.977115000000005,140.1506533333333,1,0,"false","false",0,0,11.8,0,0,19,57,431009833,"true"
170.1,59916,51.901178333333334,4.574081666666667,3,5,"true","true",-128,0,0,0,0,20,511,244660196,"true"
191.1,59916,43.54091833333334,7.030001666666666,3,5,"true","false",-8,0,0,0,0,21,345,248879000,"true"
360,59916,43.549080000000004,7.016583333333333,1,0,"true","true",-128,0,0,0,0,4,511,255913275,"true"
39.8,59916,56.10196666666666,11.156906666666666,1,0,"true","false",8,0,19.2,0,0,20,46,308705000,"true"
360,59916,51.918945,4.504831666666666,1,15,"true","true",-128,0,0,0,0,20,511,244660875,"true"
11.7,59916,59.20482666666667,10.942848333333334,1,0,"true","false",0,0,0,0,0,21,127,257299500,"true"
346,59916,51.721983333333334,3.0374133333333333,1,0,"true","false",-127,0,0.1,0,0,20,233,219770000,"true"
4.5,59916,52.68717,1.7698933333333333,1,0,"false","false",127,0,10.6,0,0,34,4,245969000,"true"
0,59916,44.14797166666666,28.664146666666667,3,0,"true","true",-128,0,0,0,0,20,511,279202643,"true"
226,59916,49.460879999999996,0.817795,1,0,"false","false",-6,0,0,0,0,21,511,227069110,"true"
174.1,59916,46.04938,-73.11551666666666,3,5,"false","false",0,0,0,0,0,20,259,316009457,"true"
360,59916,39.516886666666664,2.54371,3,8,"true","true",-127,0,0.3,0,0,20,57,256537000,"true"
333,59916,49.31072166666667,-123.084525,1,0,"true","false",0,0,0,0,0,21,213,316014621,"true"
323.5,59916,41.17462,-73.18498333333334,1,15,"false","true",-128,0,0,0,0,21,511,367087240,"true"
73.9,59916,52.36542166666666,4.89906,1,0,"true","true",-128,0,2.8,0,0,20,511,244750241,"true"
360,59916,51.299393333333335,4.292961666666667,1,0,"true","true",-128,0,0,0,1,20,511,244660700,"true"
303.8,59916,51.23685833333333,4.507563333333334,3,5,"true","true",-128,0,0,0,0,21,511,205386190,"true"
360,59916,51.20920666666667,3.8054866666666665,1,0,"true","true",-128,0,0,0,1,20,511,205553890,"true"
97.2,59916,49.30043333333333,-123.04463666666668,1,0,"false","false",0,0,0,0,0,19,295,548966000,"true"
348.2,59916,51.905535,4.432036666666666,3,5,"true","false",0,0,0,0,0,23,58,256159000,"true"
207.6,59916,51.438811666666666,0.7395466666666667,1,0,"true","false",-127,0,0.9,0,0,20,330,232021737,"true"
26.8,59916,-7.1813899999999995,112.72408333333333,1,0,"true","true",-128,0,0.1,0,0,20,511,525018053,"true"
2.3,59916,53.53953,9.880973333333333,1,0,"true","false",0,0,0,0,0,18,287,211589740,"true"
179.3,59916,51.21847,6.700271666666667,3,5,"true","true",-128,0,0,0,0,20,511,244660586,"true"
49.2,59916,51.83194666666667,5.39119,3,0,"true","true",-128,0,5.2,0,1,20,511,205540690,"true"
91.7,59916,53.540155,9.889446666666666,1,0,"true","false",-127,0,9.8,0,0,15,88,211437270,"true"
289.2,59916,-19.251033333333332,146.83078333333333,3,5,"false","false",0,0,0,2,0,19,19,538090618,"true"
167.6,59916,52.39759166666667,4.878780000000001,1,0,"true","true",-128,0,0,0,0,21,511,244710776,"true"
329,59916,10.5939,106.86703333333334,3,0,"true","false",127,0,9.9,0,0,20,333,574004870,"true"
233.6,59916,40.57027333333333,14.262771666666668,1,8,"true","false",-128,0,16.2,0,0,19,511,247390300,"true"
267.6,59916,51.894395,4.476563333333333,3,0,"true","true",-128,0,0,0,0,20,511,244010219,"true"
344.4,59916,54.33736666666667,12.011983333333335,1,0,"true","false",0,0,19.4,2,0,19,347,219423000,"true"
324,59916,53.861655000000006,8.710915,1,7,"true","false",0,0,0,0,0,19,311,245572000,"true"
360,59916,53.52590333333333,9.965956666666667,1,0,"true","false",0,0,0,0,0,18,267,211222890,"true"
88,59916,35.974136666666666,-5.308121666666667,1,0,"true","false",0,0,18.3,2,0,19,88,256475000,"true"
360,59916,53.54264666666666,9.977775000000001,1,0,"true","true",-128,0,0,0,0,19,511,211171030,"true"
88,59916,43.512793333333335,6.948273333333334,3,0,"false","false",0,0,4.9,0,0,20,74,253000006,"true"
74.5,59916,40.81970833333333,14.257488333333333,3,1,"false","false",0,0,0.2,0,0,19,182,414799000,"true"
328.5,59916,52.11071666666667,5.069615,3,0,"true","true",-128,0,0,0,0,38,511,244690350,"true"
360,59916,53.42387,14.587941666666667,3,1,"true","true",-128,0,0,0,0,21,511,211889730,"true"
360,59916,51.88646666666667,4.433115,1,0,"true","true",-128,0,0,0,0,21,511,244790215,"true"
266,59916,51.4121,3.2476766666666665,3,8,"true","false",-4,0,8.5,0,0,20,262,356068000,"true"
145.4,59916,69.30116166666667,16.9802,1,15,"false","true",-128,0,0,0,0,27,511,257167320,"true"
57.2,59916,52.409728333333334,9.59661,1,0,"true","true",-128,0,4.8,0,0,21,511,244670061,"true"
225.3,59916,52.00884666666666,2.810435,1,0,"false","false",0,0,12.2,0,0,20,222,235083501,"true"
225.7,59916,35.45004666666667,139.65988333333334,1,0,"false","true",-128,0,0,0,0,20,511,431011359,"true"
360,59916,36.752833333333335,28.92697666666667,3,5,"true","true",0,0,0,0,0,20,125,518100714,"true"
286.9,59916,52.38329,4.92714,1,0,"true","true",-128,0,0,0,0,21,511,244750690,"true"
0,59916,52.971455,5.432971666666666,1,8,"true","true",-128,0,0,0,0,21,511,244740019,"true"
123.1,59916,51.04895666666666,1.737955,1,0,"false","false",0,0,20.1,0,0,17,125,235028825,"true"
9.9,59916,51.50986833333333,6.72721,1,0,"true","true",-128,0,1.1,0,0,20,511,244010253,"true"
215.1,59916,-32.15081333333333,115.76572166666666,3,5,"false","false",0,0,0,0,0,19,271,319130200,"true"
187.6,59916,35.30013666666667,129.4135,3,0,"true","false",0,0,11.3,0,0,18,190,441353000,"true"
123.9,59916,54.44059333333333,19.121858333333332,1,0,"true","true",-128,0,3,0,0,21,511,261012880,"true"
259,59916,27.941978333333335,-82.44837833333332,1,0,"false","false",-128,0,0,0,0,21,511,367493350,"true"
0,59916,51.90728,4.2666466666666665,1,0,"true","true",-128,0,0,0,0,19,511,244670034,"true"
147.9,59916,51.741955,5.265901666666666,3,5,"true","true",-128,0,0,0,0,21,511,244710202,"true"
87.2,59916,51.268699999999995,3.86872,1,0,"true","true",-128,0,0,0,0,20,511,244650867,"true"
141.8,59916,54.93598333333333,11.37196,1,0,"false","false",0,0,0,0,0,22,0,219002177,"true"
360,59916,1.2373233333333333,103.75049333333332,1,0,"true","true",-128,0,0,0,0,20,511,566532000,"true"
141.8,59916,54.17429333333334,9.450931666666666,1,0,"true","true",-128,0,0.3,0,0,20,511,211594530,"true"
114.8,59916,36.71758,-4.413336666666667,3,5,"true","false",0,0,0,0,0,21,206,266042000,"true"
0,59916,10.341698333333333,-75.50505333333334,1,6,"false","false",0,0,0,0,0,18,101,730015000,"true"
174.7,59916,52.526309999999995,2.0856516666666667,3,3,"false","false",0,0,0.8,0,0,20,184,232001240,"true"
360,59916,51.88321666666666,4.426428333333333,3,0,"true","true",-128,0,0,0,0,21,511,244740489,"true"
177.3,59916,34.55484333333333,134.62792666666667,1,0,"false","false",0,0,10.6,0,0,21,179,431602277,"true"
222.4,59916,53.527744999999996,8.149148333333333,1,0,"true","false",0,0,0,0,0,20,185,219019852,"true"
179.5,59916,53.51347,8.149383333333335,3,5,"true","false",-128,0,0,0,0,20,511,211217760,"true"
352.2,59916,52.39903,4.891203333333333,3,5,"true","false",-128,0,0,0,1,48,511,577930000,"true"
187.2,59916,10.634665,106.7681,2,5,"false","false",0,0,0,0,0,21,180,572571210,"true"
360,59916,53.390814999999996,-2.9839933333333333,1,0,"true","true",-128,0,0,0,0,21,511,235091876,"true"
0,59916,53.332856666666665,8.483545,3,0,"true","true",-128,0,0,0,0,20,511,211228010,"true"
360,59916,48.941583333333334,2.2743816666666663,1,0,"true","true",-128,0,0,0,0,20,511,205250990,"true"
172.8,59916,43.697575,7.2843,3,5,"false","false",-3,0,0,0,0,20,97,319035000,"true"
142.7,59916,33.77079666666667,-118.21224833333333,3,0,"true","false",0,0,0,0,0,20,64,366892000,"true"
330.5,59916,35.04177,138.51345166666667,3,5,"false","false",0,0,0,0,0,21,161,563418000,"true"
360,59916,52.46491666666667,5.037935,3,0,"true","true",-128,0,0,0,0,21,511,244016193,"true"
229,59916,49.23591833333333,-4.19655,1,8,"false","false",0,0,7.9,0,0,19,230,228388600,"true"
348.1,59916,1.29824,103.91751833333333,1,15,"false","false",0,0,0.1,0,0,18,238,563032960,"true"
34.3,59916,51.129868333333334,6.853981666666667,1,0,"true","true",-128,0,0.6,0,0,21,511,211577480,"true"
360,59916,51.911550000000005,4.41661,3,5,"true","true",-128,0,0,0,1,21,511,269057620,"true"
69.4,59916,35.942098333333334,14.640071666666667,1,0,"true","false",0,0,3.2,0,0,21,63,538002594,"true"
285.2,59916,55.40992000000001,-6.057916666666667,1,0,"false","false",0,0,14,0,0,21,282,338934000,"true"
62.2,59916,35.495583333333336,139.73005,1,0,"true","false",0,0,12.1,0,0,20,61,431012555,"true"
360,59916,68.23707833333334,14.57445,1,2,"true","true",-128,0,0,0,0,19,511,257122600,"true"
231.8,59916,58.168125,9.510381666666666,1,0,"true","false",0,0,10.8,0,0,12,225,563674000,"true"
352,59916,60.12668333333333,5.06872,3,5,"false","false",0,0,0,0,0,19,18,257121000,"true"
351,59916,58.868849999999995,5.746896666666667,3,5,"true","false",0,0,0,0,0,21,358,257959000,"true"
333.6,59916,58.920388333333335,4.25201,1,0,"true","false",5,0,9.6,0,0,16,338,538007497,"true"
170,59916,59.31529666666667,5.326208333333333,1,0,"false","false",0,0,9.8,0,0,20,167,231837000,"true"
278.2,59916,61.047381666666666,2.552285,1,0,"false","false",0,0,9.7,0,0,21,283,258153000,"true"
303.5,59916,66.45448833333333,10.188321666666667,1,3,"false","false",127,0,0.8,0,0,21,137,258245000,"true"
56.5,59916,64.79354,11.684113333333332,1,0,"true","true",-128,0,0.3,0,0,20,511,257143500,"true"
49.8,59916,70.56811166666667,17.649821666666664,1,0,"false","false",0,0,9.1,0,0,21,48,304502000,"true"
203.5,59916,56.24816833333333,16.786355,1,0,"true","false",0,0,11.2,0,0,20,203,209662000,"true"
216.2,59916,35.183683333333335,129.24896666666666,1,8,"true","true",-128,0,9.6,0,0,19,511,440088920,"true"
0,59916,-38.04728333333333,-57.53526166666666,1,7,"false","true",-128,1,0,0,0,18,511,701006733,"true"
308,59916,39.25516666666667,-76.5489,3,5,"false","false",0,0,0,0,0,19,308,538010311,"true"
88.6,59916,1.2610683333333335,103.81894666666668,1,0,"false","false",-13,0,6.8,0,0,19,86,563012600,"true"
210.8,59916,26.08721166666667,-80.18482999999999,3,5,"true","false",0,0,0,0,0,19,185,538071632,"true"
360,59916,53.168861666666665,7.361561666666666,1,8,"true","true",-128,0,0,0,0,21,511,211025949,"true"
288.9,59916,51.899255000000004,4.3947,3,5,"false","false",0,0,0,0,0,20,194,235081933,"true"
251.5,59916,51.950828333333334,1.315075,2,5,"true","true",-128,0,0,0,0,21,511,235000164,"true"
45,59916,54.043355,9.305295,1,0,"false","false",0,0,0.1,0,0,19,10,255806462,"true"
248.1,59916,35.064886666666666,-90.17612666666668,1,12,"true","false",0,0,0,0,0,20,12,368061720,"true"
233.3,59916,35.127298333333336,140.4085883333333,1,0,"false","false",21,0,11.8,0,0,19,234,431015069,"true"
230,59916,38.184999999999995,-0.5625,3,5,"true","false",0,0,0,0,0,19,71,255806480,"true"
3.8,59916,54.711655,10.777605,1,0,"true","true",0,0,13.8,0,0,20,4,636018491,"true"
360,59916,52.33543833333333,4.918056666666667,1,0,"true","true",-128,0,0.1,0,0,21,511,244717092,"true"
264.4,59916,-33.85159,151.20890666666668,1,0,"true","true",-127,0,17.1,0,0,20,259,503100480,"true"
75.1,59916,51.87360666666667,5.909295,1,0,"true","false",0,0,6.9,0,1,18,75,205303490,"true"
360,59916,51.63813666666667,5.986928333333334,1,0,"true","true",-128,0,0,0,1,21,511,244650981,"true"
272.2,59916,52.39452000000001,4.817326666666667,3,5,"false","true",-128,0,0,0,1,21,511,538070380,"true"
112.5,59916,52.94548333333333,1.4135583333333335,1,0,"false","false",0,0,9.3,0,0,20,112,636092999,"true"
25.8,59916,51.458904999999994,4.007783333333333,3,5,"true","true",-128,0,0,0,0,20,511,244660994,"true"
360,59916,48.96119,-57.99990833333333,1,15,"false","false",-128,0,0,0,0,21,511,316001850,"true"
360,59916,51.07868666666666,6.8520199999999996,1,5,"true","true",-128,0,0,0,1,21,511,211510980,"true"
360,59916,44.11505,28.64299,1,0,"true","true",-128,0,0,0,0,21,511,267210225,"true"
347.4,59916,41.32525833333333,2.187206666666667,1,0,"true","false",-13,0,2.1,0,0,19,149,247282600,"true"
360,59916,51.89961166666667,4.322883333333333,1,0,"true","true",-128,0,0,0,0,21,511,244170971,"true"
315.9,59916,56.127516666666665,12.309455000000002,1,15,"true","false",0,0,0,0,0,21,99,219005921,"true"
360,59916,14.538226666666667,120.93633333333334,3,0,"true","true",-128,0,0.2,0,0,21,511,667001579,"true"
336.4,59916,-34.635635,-58.33983166666667,3,5,"false","false",0,0,0,0,0,21,3,636022061,"true"
4.6,59916,1.2303683333333335,103.82284,3,1,"true","false",-128,0,0.1,0,0,20,511,563062100,"true"
45.1,59916,35.484588333333335,139.87121166666665,1,0,"true","true",3,0,10.6,0,0,22,45,636015252,"true"
252,59916,14.601855,-61.058565,3,3,"false","false",127,0,1.3,0,0,22,79,377901328,"true"
360,59916,52.41986333333333,5.218431666666667,1,0,"true","true",-128,0,0,0,1,21,511,244690927,"true"
225.3,59916,49.137725,6.18461,3,0,"true","true",-128,0,0,0,0,2,511,244670799,"true"
187.1,59916,68.94988333333335,33.0069,3,5,"true","true",0,0,0,0,0,18,247,273240900,"true"
10.6,59916,1.1771983333333333,103.76463166666667,1,0,"true","false",-128,0,0,0,0,20,511,563059400,"true"
0,59916,20.95669,106.59032499999999,1,0,"true","true",-128,0,0,0,0,20,511,574012948,"true"
336,59916,51.65220166666666,4.099168333333333,3,0,"false","false",0,0,0,0,0,22,115,246437000,"true"
331.9,59916,53.200309999999995,5.304631666666666,1,0,"true","false",0,0,22.9,0,0,19,331,246584000,"true"
73.9,59916,53.361149999999995,5.218396666666666,1,0,"false","false",-128,0,0.7,0,0,20,511,244660936,"true"
332.2,59916,53.200405,5.304556666666667,3,0,"true","false",0,0,22.9,0,0,20,332,246584000,"true"
134.6,59916,57.59956666666667,10.857149999999999,1,0,"false","false",-127,0,9.4,0,0,21,135,277354000,"true"
360,59916,57.887100000000004,11.593978333333332,1,0,"true","true",-128,0,0,0,0,20,511,265585900,"true"
18.8,59916,51.461565,3.68315,3,5,"false","false",0,0,0,0,0,22,177,256284000,"true"
360,59916,52.46452,4.594986666666667,3,15,"true","true",-128,0,0,0,0,21,511,244770584,"true"
167.4,59916,46.15831333333333,-1.2181399999999998,1,15,"true","false",-128,0,0,0,0,18,511,227961550,"true"
353.9,59916,1.2975400000000001,103.990115,1,0,"true","true",0,0,0,0,0,19,256,565081000,"true"
80,59916,50.83041166666667,-0.23063833333333333,1,7,"false","false",0,0,0,0,0,21,268,235030325,"true"
270.3,59916,59.42113833333334,18.491675,1,15,"true","true",-128,0,9.3,0,0,21,511,265695340,"true"
19.3,59916,55.841469999999994,-5.050883333333333,1,0,"false","false",-128,0,8.4,0,0,22,511,235052541,"true"
346.6,59916,59.301363333333335,18.678783333333335,1,0,"true","false",0,0,0,0,0,20,33,265015990,"true"
211.7,59916,54.29141166666667,9.675836666666667,1,3,"false","true",-128,0,0,0,0,20,511,211604180,"true"
225.9,59916,33.90476666666667,130.85318333333333,1,0,"false","false",0,0,0,0,0,21,135,431601748,"true"
285.8,59916,53.85648666666667,8.719691666666668,3,5,"false","false",0,0,0,0,0,22,157,224717000,"true"
113.7,59916,-34.57835166666667,-58.367201666666666,3,0,"false","false",0,1,0,0,0,19,123,563051200,"true"
104.3,59916,1.2619366666666667,103.81822333333334,1,0,"true","true",-10,0,0,0,0,19,274,563034500,"true"
43.6,59916,51.790364999999994,2.6930850000000004,1,0,"true","false",0,0,11.3,0,0,19,45,228353600,"true"
272.7,59916,53.18936333333333,5.435435,3,5,"false","true",-128,0,0,0,0,22,511,244296000,"true"
0,59916,53.10926666666667,6.074305,1,0,"true","true",-128,0,0,0,0,21,511,244700679,"true"
247.3,59916,50.76020166666667,-1.289825,3,15,"true","false",0,0,0,0,0,21,287,235028893,"true"
324.7,59916,53.43026666666666,-2.9988716666666666,1,0,"true","false",0,0,0,0,0,19,180,235074754,"true"
292.1,59916,38.666165,-9.116378333333333,1,15,"false","false",-128,0,23.3,0,0,20,511,263701290,"true"
282.7,59916,29.646025,-91.37981333333333,1,12,"true","false",0,0,4.8,0,0,20,280,367576750,"true"
52.4,59916,43.07306833333334,131.85931833333333,1,0,"true","true",-127,0,5.6,0,0,19,32,273381240,"true"
276.2,59916,51.81035,4.61113,3,5,"false","false",-128,0,0,0,1,42,511,269057206,"true"
242.5,59916,-38.04602,-57.54029833333333,1,0,"false","false",0,1,0,0,0,19,206,701000870,"true"
215.7,59916,42.796075,132.88822833333333,3,5,"false","false",1,0,0,0,0,22,214,413216120,"true"
360,59916,51.884656666666665,4.29176,1,0,"true","true",-128,0,0.1,0,0,20,511,211523460,"true"
106.9,59916,51.852175,5.8515299999999995,1,0,"true","true",-128,0,0,0,0,21,511,244700144,"true"
210,59916,24.810676666666666,54.65502333333333,3,5,"false","false",0,0,0.3,0,0,27,231,563194100,"true"
28.5,59916,54.98231166666667,11.873099999999999,1,3,"false","false",0,0,0,0,0,22,199,235090733,"true"
317.4,59916,46.078936666666664,-1.2498366666666667,1,0,"true","true",12,0,3.1,0,0,21,314,250001109,"true"
185.4,59916,47.30642,-122.51414,1,0,"true","false",0,0,0,0,0,20,185,367463060,"true"
360,59916,22.61323666666667,120.27270666666666,1,0,"true","true",-128,0,0,0,0,21,511,538060004,"true"
0,59916,1.2807166666666667,103.7654,3,5,"false","false",0,0,0,0,0,60,119,525100468,"true"
360,59916,51.716168333333336,4.895136666666667,1,0,"true","true",-128,0,0,0,0,21,511,244660266,"true"
156,59916,1.2663833333333334,103.94616666666667,3,1,"true","false",0,0,0.1,0,0,34,58,538009384,"true"
324.9,59916,42.865633333333335,132.16883333333334,1,0,"false","false",0,0,7.7,0,0,16,341,667001819,"true"
0,59916,39.56614833333333,2.6446683333333336,3,1,"true","false",-128,0,0,0,0,20,511,2249955,"true"
116.7,59916,51.24925833333334,4.390956666666667,3,5,"true","true",-128,0,0,0,1,21,511,205248490,"true"
286.2,59916,35.085249999999995,-90.17603666666668,1,12,"true","false",0,0,0,0,0,19,6,367092230,"true"
0.1,59916,53.53597333333333,8.16165,3,0,"false","false",-10,0,0,0,0,35,26,211318180,"true"
281.9,59916,60.11390166666667,5.520743333333333,1,3,"false","false",-7,0,3.4,0,0,19,280,257092200,"true"
37.6,59916,59.83907333333333,24.847751666666667,1,0,"true","false",-15,0,23.5,0,0,21,39,230981000,"true"
360,59916,42.861673333333336,-79.57366499999999,1,7,"false","false",-128,0,0,0,0,20,511,316044859,"true"
333.5,59916,51.616843333333335,3.690253333333333,1,0,"false","false",0,0,0,0,0,21,181,244022940,"true"
320.2,59916,53.171171666666666,1.3054666666666668,1,0,"true","false",5,0,12,0,0,20,323,304070000,"true"
269.7,59916,59.322358333333334,18.038831666666667,1,0,"false","false",-128,0,0,0,0,21,511,230995650,"true"
88,59916,35.61593333333334,139.81078333333335,3,0,"false","false",127,0,10.4,0,0,18,97,431000425,"true"
325.4,59916,29.535756666666668,-94.89795666666667,1,0,"false","false",4,0,11.7,0,0,21,327,255805589,"true"
134,59916,51.27871666666667,4.3397499999999996,3,5,"false","false",0,0,0,0,0,21,7,353992000,"true"
160.4,59916,51.881015000000005,4.348331666666667,3,5,"false","false",0,0,0,0,0,22,348,209296000,"true"
129.3,59916,27.746106666666666,51.0004,1,0,"false","false",9,0,13.1,0,0,20,125,636021022,"true"
0,59916,51.32658833333333,1.4147266666666667,3,5,"true","true",-128,0,0,0,0,19,511,232027935,"true"
0,59916,51.898021666666665,4.490226666666667,3,5,"true","true",-128,0,0,0,0,21,511,270362000,"true"
137.9,59916,56.70525833333333,8.223598333333333,1,7,"true","false",0,0,0,0,0,21,347,219009599,"true"
253,59916,55.7491,16.132983333333335,1,0,"true","false",0,0,10.6,0,0,20,254,314570000,"true"
86.5,59916,52.56085333333333,13.238023333333333,1,0,"true","true",-128,0,5.3,0,0,21,511,211625690,"true"
360,59916,51.99899333333334,4.36806,3,5,"false","false",-128,0,0,0,0,21,511,244710475,"true"
360,59916,-34.89192666666667,-56.21742,1,7,"false","false",0,0,102.3,0,0,20,269,412331071,"true"
0,59916,52.470505,4.818826666666666,1,0,"false","false",-128,0,0,0,0,21,511,244750255,"true"
338.7,59916,49.16431166666667,9.211555,3,5,"true","true",-128,0,0,0,1,21,511,211500840,"true"
360,59916,51.90728166666667,4.503866666666667,3,5,"true","true",-128,0,0,0,0,21,511,244016927,"true"
277.5,59916,38.03508333333333,23.55163333333333,1,0,"false","false",-128,0,0,0,0,22,511,237009900,"true"
359,59916,51.897333333333336,4.224166666666666,3,5,"true","false",-128,0,0.1,0,1,23,511,205435190,"true"
6.3,59916,41.348785,-8.7774,1,15,"true","true",-128,0,9,0,0,21,511,263412870,"true"
360,59916,14.539841666666666,120.94870666666667,3,1,"true","true",0,0,0,0,0,21,50,667001592,"true"
0,59916,-34.894615,-56.21726666666667,1,0,"false","false",-128,0,0,0,0,21,511,441495000,"true"
360,59916,52.537773333333334,13.331661666666667,3,1,"true","true",-128,0,0,0,0,21,511,211765280,"true"
